149.57.29.27,21.303699493408203,-157.86669921875
195.154.166.20,48.85820007324219,2.33870005607605
37.19.213.119,43.62269973754883,-79.38919830322266
37.120.207.206,41.89039993286133,12.51259994506836
98.159.37.117,34.05440139770508,-118.24410247802734
172.93.177.60,41.9031982421875,-87.63829803466797
192.145.117.160,35.227088928222656,-80.84313201904297
77.247.178.185,52.37590026855469,4.897500038146973
192.145.116.247,39.04372024536133,-77.48748779296875
128.90.200.21,22.15920066833496,113.56379699707031
148.72.164.140,38.628700256347656,-90.19879913330078
136.144.17.230,43.700111389160156,-79.41629791259766
37.120.207.206,41.89039993286133,12.51259994506836
45.134.140.149,33.74850082397461,-84.38710021972656
154.21.61.6,37.750999450683594,-97.8219985961914
45.132.159.25,34.05440139770508,-118.24410247802734
51.15.168.48,48.85820007324219,2.33870005607605
