203.138.203.6,1,54,1
71.206.19.107,0
79.118.67.181,0
188.250.55.41,0
51.7.107.70,0
162.252.191.195,0
142.90.10.5,0
204.101.140.230,0
167.62.228.188,0
77.222.27.82,0
190.17.101.60,0
190.17.101.60,0
185.212.171.125,0
152.173.226.137,0
45.132.115.165,0
200.85.190.231,0
88.103.235.237,0
86.178.123.32,0
5.182.37.77,6,44,1
81.227.211.146,0
94.66.221.15,0
82.7.116.164,0
198.48.227.4,0
173.49.252.78,0
62.240.0.5,0
210.84.5.113,0
85.244.164.208,0
129.0.102.27,0
147.234.66.11,0
174.128.180.163,0
216.73.160.142,0
197.220.84.7,0
193.237.83.168,0
177.99.191.107,7,19,1
138.121.199.161,0
37.189.223.220,0
66.96.207.231,0
64.158.129.206,0
107.127.52.2,0
90.193.102.20,0
86.21.239.149,0
64.145.79.202,0
181.177.218.94,0
216.73.161.28,0
73.42.55.84,0
24.135.39.201,0
159.196.168.63,0
190.188.199.108,0
193.237.83.168,0
77.251.243.80,0
190.188.199.108,0
73.234.87.228,0
72.138.204.199,0
108.60.245.135,0
179.39.100.152,0
112.206.96.23,0
62.109.1.109,5,23,1
138.97.142.130,0
190.189.171.73,0
186.235.106.94,0
187.190.223.248,0
115.64.221.206,0
176.41.43.64,0
166.170.49.144,0
46.176.37.217,0
75.118.157.102,0
142.188.187.74,0
77.137.65.213,0
191.23.70.191,0
181.43.214.107,0
196.109.51.177,0
179.54.206.247,0
201.141.237.244,0
186.155.208.222,0
89.36.76.68,0
179.125.130.149,0
121.55.223.100,0
154.22.57.15,0
68.200.135.173,0
90.131.43.56,0
74.214.15.176,0
212.224.238.2,0
173.44.49.91,0
176.61.115.108,0
152.171.215.192,0
200.85.190.238,0
84.78.253.34,0
192.145.116.74,0
196.109.51.177,0
2.137.52.151,0
216.131.82.23,0
81.107.169.132,0
186.176.37.42,0
147.235.216.176,0
83.136.182.164,0
47.55.1.91,0
99.231.104.203,0
2.126.116.213,0
2.83.57.50,0
109.77.66.59,0
